index,Region,Year,Month,Production,Diff_production
1,SWK,1998,2,19.734,-409.531
2,SWK,1998,3,19.716,0.423
3,SWK,1998,4,21.72,-0.018
4,SWK,1998,5,23.252,2.004
5,SWK,1998,6,24.321,1.532
6,SWK,1998,7,29.241,1.069
7,SWK,1998,8,32.202,4.92
8,SWK,1998,9,33.587,2.961
9,SWK,1998,10,32.504,1.385
10,SWK,1998,11,28.751,-1.083
11,SWK,1998,12,25.732,-3.753
12,SWK,1999,1,23.36,-3.019
13,SWK,1999,2,25.803,-2.372
14,SWK,1999,3,33.317,2.443
15,SWK,1999,4,40.118,7.514
16,SWK,1999,5,39.372,6.801
17,SWK,1999,6,38.879,-0.746
18,SWK,1999,7,37.524,-0.493
19,SWK,1999,8,42.529,-1.355
20,SWK,1999,9,49.715,5.005
21,SWK,1999,10,48.463,7.186
22,SWK,1999,11,45.016,-1.252
23,SWK,1999,12,37.468,-3.447
24,SWK,2000,1,33.499,-7.548
25,SWK,2000,2,30.848,-3.969
26,SWK,2000,3,33.189,-2.651
27,SWK,2000,4,35.913,2.341
28,SWK,2000,5,36.695,2.724
29,SWK,2000,6,30.147,0.782
30,SWK,2000,7,35.884,-6.548
31,SWK,2000,8,55.333,5.737
32,SWK,2000,9,63.064,19.449
33,SWK,2000,10,60.752,7.731
34,SWK,2000,11,57.456,-2.312
35,SWK,2000,12,47.456,-3.296
36,SWK,2001,1,52.652,-10.0
37,SWK,2001,2,40.771,5.196
38,SWK,2001,3,42.0,-11.881
39,SWK,2001,4,43.009,1.229
40,SWK,2001,5,40.592,1.009
41,SWK,2001,6,36.439,-2.417
42,SWK,2001,7,38.021,-4.153
43,SWK,2001,8,51.832,1.582
44,SWK,2001,9,68.13,13.811
45,SWK,2001,10,73.476,16.298
46,SWK,2001,11,65.727,5.346
47,SWK,2001,12,57.633,-7.749
48,SWK,2002,1,58.789,-8.094
49,SWK,2002,2,48.295,1.156
50,SWK,2002,3,55.152,-10.494
51,SWK,2002,4,52.092,6.857
52,SWK,2002,5,51.602,-3.06
53,SWK,2002,6,49.704,-0.49
54,SWK,2002,7,60.216,-1.898
55,SWK,2002,8,69.835,10.512
56,SWK,2002,9,79.039,9.619
57,SWK,2002,10,79.933,9.204
58,SWK,2002,11,67.698,0.894
59,SWK,2002,12,65.509,-12.235
60,SWK,2003,1,63.939,-2.189
61,SWK,2003,2,52.262,-1.57
62,SWK,2003,3,60.637,-11.677
63,SWK,2003,4,59.821,8.375
64,SWK,2003,5,60.457,-0.816
65,SWK,2003,6,69.718,0.636
66,SWK,2003,7,82.463,9.261
67,SWK,2003,8,93.011,12.745
68,SWK,2003,9,96.646,10.548
69,SWK,2003,10,86.342,3.635
70,SWK,2003,11,76.674,-10.304
71,SWK,2003,12,84.503,-9.668
72,SWK,2004,1,75.764,7.829
73,SWK,2004,2,70.899,-8.739
74,SWK,2004,3,78.069,-4.865
75,SWK,2004,4,75.227,7.17
76,SWK,2004,5,76.845,-2.842
77,SWK,2004,6,78.543,1.618
78,SWK,2004,7,91.1,1.698
79,SWK,2004,8,112.012,12.557
80,SWK,2004,9,129.464,20.912
81,SWK,2004,10,116.244,17.452
82,SWK,2004,11,104.048,-13.22
83,SWK,2004,12,108.331,-12.196
84,SWK,2005,1,99.78,4.283
85,SWK,2005,2,90.335,-8.551
86,SWK,2005,3,102.633,-9.445
87,SWK,2005,4,105.395,12.298
88,SWK,2005,5,103.323,2.762
89,SWK,2005,6,95.697,-2.072
90,SWK,2005,7,113.462,-7.626
91,SWK,2005,8,127.904,17.765
92,SWK,2005,9,136.488,14.442
93,SWK,2005,10,132.955,8.584
94,SWK,2005,11,120.731,-3.533
95,SWK,2005,12,107.935,-12.224
96,SWK,2006,1,96.131,-12.796
97,SWK,2006,2,99.714,-11.804
98,SWK,2006,3,109.438,3.583
99,SWK,2006,4,106.163,9.724
100,SWK,2006,5,119.864,-3.275
101,SWK,2006,6,116.339,13.701
102,SWK,2006,7,125.802,-3.525
103,SWK,2006,8,152.591,9.463
104,SWK,2006,9,161.081,26.789
105,SWK,2006,10,145.329,8.49
106,SWK,2006,11,150.847,-15.752
107,SWK,2006,12,119.823,5.518
108,SWK,2007,1,115.87,-31.024
109,SWK,2007,2,94.757,-3.953
110,SWK,2007,3,100.615,-21.113
111,SWK,2007,4,112.888,5.858
112,SWK,2007,5,117.346,12.273
113,SWK,2007,6,114.975,4.458
114,SWK,2007,7,143.119,-2.371
115,SWK,2007,8,169.068,28.144
116,SWK,2007,9,178.842,25.949
117,SWK,2007,10,175.803,9.774
118,SWK,2007,11,171.407,-3.039
119,SWK,2007,12,140.569,-4.396
120,SWK,2008,1,145.497,-30.838
121,SWK,2008,2,114.501,4.928
122,SWK,2008,3,117.641,-30.996
123,SWK,2008,4,132.004,3.14
124,SWK,2008,5,138.508,14.363
125,SWK,2008,6,143.117,6.504
126,SWK,2008,7,163.646,4.609
127,SWK,2008,8,177.599,20.529
128,SWK,2008,9,186.081,13.953
129,SWK,2008,10,192.708,8.482
130,SWK,2008,11,188.128,6.627
131,SWK,2008,12,164.942,-4.58
132,SWK,2009,1,140.154,-23.186
133,SWK,2009,2,124.663,-24.788
134,SWK,2009,3,136.876,-15.491
135,SWK,2009,4,139.301,12.213
136,SWK,2009,5,156.117,2.425
137,SWK,2009,6,150.986,16.816
138,SWK,2009,7,150.976,-5.131
139,SWK,2009,8,176.974,-0.00999999999999
140,SWK,2009,9,195.22,25.998
141,SWK,2009,10,242.13,18.246
142,SWK,2009,11,197.61,46.91
143,SWK,2009,12,181.784,-44.52
144,SWK,2010,1,157.227,-15.826
145,SWK,2010,2,117.314,-24.557
146,SWK,2010,3,152.656,-39.913
147,SWK,2010,4,155.307,35.342
148,SWK,2010,5,168.788,2.651
149,SWK,2010,6,167.748,13.481
150,SWK,2010,7,193.055,-1.04
151,SWK,2010,8,224.182,25.307
152,SWK,2010,9,223.139,31.127
153,SWK,2010,10,232.881,-1.043
154,SWK,2010,11,202.514,9.742
155,SWK,2010,12,184.546,-30.367
156,SWK,2011,1,160.792,-17.968
157,SWK,2011,2,156.611,-23.754
158,SWK,2011,3,189.993,-4.181
159,SWK,2011,4,213.202,33.382
160,SWK,2011,5,231.578,23.209
161,SWK,2011,6,232.072,18.376
162,SWK,2011,7,238.663,0.494
163,SWK,2011,8,242.898,6.591
164,SWK,2011,9,272.022,4.235
165,SWK,2011,10,281.244,29.124
166,SWK,2011,11,244.588,9.222
167,SWK,2011,12,232.261,-36.656
168,SWK,2012,1,206.637,-12.327
169,SWK,2012,2,174.585,-25.624
170,SWK,2012,3,180.521,-32.052
171,SWK,2012,4,195.609,5.936
172,SWK,2012,5,220.326,15.088
173,SWK,2012,6,222.717,24.717
174,SWK,2012,7,261.368,2.391
175,SWK,2012,8,273.377,38.651
176,SWK,2012,9,314.502,12.009
177,SWK,2012,10,310.947,41.125
178,SWK,2012,11,294.604,-3.555
179,SWK,2012,12,264.987,-16.343
180,SWK,2013,1,237.291,-29.617
181,SWK,2013,2,189.797,-27.696
182,SWK,2013,3,192.592,-47.494
183,SWK,2013,4,193.509,2.795
184,SWK,2013,5,216.36,0.917
185,SWK,2013,6,231.54,22.851
186,SWK,2013,7,295.034,15.18
187,SWK,2013,8,308.305,63.494
188,SWK,2013,9,327.374,13.271
189,SWK,2013,10,331.018,19.069
190,SWK,2013,11,307.858,3.644
191,SWK,2013,12,278.393,-23.16
192,SWK,2014,1,247.879,-29.465
193,SWK,2014,2,212.593,-30.514
194,SWK,2014,3,251.987,-35.286
195,SWK,2014,4,262.366,39.394
196,SWK,2014,5,272.027,10.379
197,SWK,2014,6,245.021,9.661
198,SWK,2014,7,288.626,-27.006
199,SWK,2014,8,378.439,43.605
200,SWK,2014,9,355.908,89.813
201,SWK,2014,10,348.023,-22.531
202,SWK,2014,11,310.06,-7.885
203,SWK,2014,12,266.403,-37.963
204,SWK,2015,1,208.233,-43.657
205,SWK,2015,2,190.166,-58.17
206,SWK,2015,3,246.489,-18.067
207,SWK,2015,4,284.518,56.323
208,SWK,2015,5,307.488,38.029
209,SWK,2015,6,310.569,22.97
210,SWK,2015,7,326.996,3.081
211,SWK,2015,8,391.273,16.427
212,SWK,2015,9,397.839,64.277
213,SWK,2015,10,421.0,6.566
214,SWK,2015,11,323.717,23.161
215,SWK,2015,12,294.44,-97.283
216,SWK,2016,1,234.074,-29.277
217,SWK,2016,2,202.434,-60.366
218,SWK,2016,3,240.622,-31.64
219,SWK,2016,4,257.408,38.188
220,SWK,2016,5,266.808,16.786
221,SWK,2016,6,311.06,9.4
222,SWK,2016,7,344.585,44.252
223,SWK,2016,8,374.257,33.525
224,SWK,2016,9,367.147,29.672
225,SWK,2016,10,350.773,-7.11
226,SWK,2016,11,320.989,-16.374
227,SWK,2016,12,315.163,-29.784
228,SWK,2017,1,295.472,-5.826
229,SWK,2017,2,274.848,-19.691
230,SWK,2017,3,303.273,-20.624
231,SWK,2017,4,299.824,28.425
232,SWK,2017,5,327.777,-3.449
233,SWK,2017,6,325.285,27.953
234,SWK,2017,7,378.159,-2.492
235,SWK,2017,8,392.429,52.874
236,SWK,2017,9,380.892,14.27
0,EAST,1998,1,157.226,-11.537
1,EAST,1998,2,157.176,-223.666
2,EAST,1998,3,154.046,-0.05
3,EAST,1998,4,159.441,-3.13
4,EAST,1998,5,171.312,5.395
5,EAST,1998,6,198.647,11.871
6,EAST,1998,7,216.648,27.335
7,EAST,1998,8,240.893,18.001
8,EAST,1998,9,257.393,24.245
9,EAST,1998,10,229.497,16.5
10,EAST,1998,11,207.369,-27.896
11,EAST,1998,12,176.156,-22.128
12,EAST,1999,1,141.577,-31.213
13,EAST,1999,2,144.085,-34.579
14,EAST,1999,3,189.073,2.508
15,EAST,1999,4,267.973,44.988
16,EAST,1999,5,296.0,78.9
17,EAST,1999,6,279.337,28.027
18,EAST,1999,7,267.252,-16.663
19,EAST,1999,8,282.722,-12.085
20,EAST,1999,9,320.0,15.47
21,EAST,1999,10,330.0,37.278
22,EAST,1999,11,318.308,10.0
23,EAST,1999,12,289.519,-11.692
24,EAST,2000,1,250.139,-28.789
25,EAST,2000,2,215.829,-39.38
26,EAST,2000,3,222.767,-34.31
27,EAST,2000,4,234.571,6.938
28,EAST,2000,5,259.084,11.804
29,EAST,2000,6,248.252,24.513
30,EAST,2000,7,240.349,-10.832
31,EAST,2000,8,301.061,-7.903
32,EAST,2000,9,395.0,60.712
33,EAST,2000,10,444.0,93.939
34,EAST,2000,11,433.0,49.0
35,EAST,2000,12,385.975,-11.0
36,EAST,2001,1,418.0,-47.025
37,EAST,2001,2,327.678,32.025
38,EAST,2001,3,320.886,-90.322
39,EAST,2001,4,329.462,-6.792
40,EAST,2001,5,354.488,8.576
41,EAST,2001,6,315.481,25.026
42,EAST,2001,7,269.579,-39.007
43,EAST,2001,8,302.81,-45.902
44,EAST,2001,9,407.0,33.231
45,EAST,2001,10,437.0,104.19
46,EAST,2001,11,439.0,30.0
47,EAST,2001,12,404.368,2.0
48,EAST,2002,1,383.685,-34.632
49,EAST,2002,2,329.629,-20.683
50,EAST,2002,3,369.063,-54.056
51,EAST,2002,4,365.243,39.434
52,EAST,2002,5,382.809,-3.82
53,EAST,2002,6,362.206,17.566
54,EAST,2002,7,355.0,-20.603
55,EAST,2002,8,431.0,-7.206
56,EAST,2002,9,517.0,76.0
57,EAST,2002,10,522.0,86.0
58,EAST,2002,11,460.0,5.0
59,EAST,2002,12,412.469,-62.0
60,EAST,2003,1,364.838,-47.531
61,EAST,2003,2,294.93,-47.631
62,EAST,2003,3,363.768,-69.908
63,EAST,2003,4,409.0,68.838
64,EAST,2003,5,452.0,45.232
65,EAST,2003,6,470.0,43.0
66,EAST,2003,7,491.0,18.0
67,EAST,2003,8,525.0,21.0
68,EAST,2003,9,536.0,34.0
69,EAST,2003,10,527.0,11.0
70,EAST,2003,11,500.0,-9.0
71,EAST,2003,12,477.0,-27.0
72,EAST,2004,1,384.784,-23.0
73,EAST,2004,2,341.011,-92.216
74,EAST,2004,3,360.75,-43.773
75,EAST,2004,4,408.0,19.739
76,EAST,2004,5,434.0,47.25
77,EAST,2004,6,449.0,26.0
78,EAST,2004,7,506.0,15.0
79,EAST,2004,8,570.0,57.0
80,EAST,2004,9,666.0,64.0
81,EAST,2004,10,603.0,96.0
82,EAST,2004,11,578.0,-63.0
83,EAST,2004,12,582.0,-25.0
84,EAST,2005,1,501.0,4.0
85,EAST,2005,2,454.0,-81.0
86,EAST,2005,3,504.0,-47.0
87,EAST,2005,4,545.0,50.0
88,EAST,2005,5,522.0,41.0
89,EAST,2005,6,459.0,-23.0
90,EAST,2005,7,508.0,-63.0
91,EAST,2005,8,593.0,49.0
92,EAST,2005,9,658.0,85.0
93,EAST,2005,10,693.0,65.0
94,EAST,2005,11,643.0,35.0
95,EAST,2005,12,591.0,-50.0
96,EAST,2006,1,472.213,-52.0
97,EAST,2006,2,446.0,-118.787
98,EAST,2006,3,529.0,-26.213
99,EAST,2006,4,535.0,83.0
100,EAST,2006,5,565.0,6.0
101,EAST,2006,6,533.0,30.0
102,EAST,2006,7,535.0,-32.0
103,EAST,2006,8,618.0,2.0
104,EAST,2006,9,705.0,83.0
105,EAST,2006,10,671.0,87.0
106,EAST,2006,11,727.0,-34.0
107,EAST,2006,12,571.0,56.0
108,EAST,2007,1,539.0,-156.0
109,EAST,2007,2,479.69,-32.0
110,EAST,2007,3,482.0,-59.31
111,EAST,2007,4,516.0,2.31
112,EAST,2007,5,557.0,34.0
113,EAST,2007,6,525.0,41.0
114,EAST,2007,7,570.0,-32.0
115,EAST,2007,8,690.0,45.0
116,EAST,2007,9,736.0,120.0
117,EAST,2007,10,707.0,46.0
118,EAST,2007,11,741.0,-29.0
119,EAST,2007,12,654.0,34.0
120,EAST,2008,1,636.0,-87.0
121,EAST,2008,2,498.0,-18.0
122,EAST,2008,3,507.0,-138.0
123,EAST,2008,4,569.0,9.0
124,EAST,2008,5,627.0,62.0
125,EAST,2008,6,627.0,58.0
126,EAST,2008,7,654.0,0.0
127,EAST,2008,8,673.0,27.0
128,EAST,2008,9,703.0,19.0
129,EAST,2008,10,746.0,30.0
130,EAST,2008,11,719.0,43.0
131,EAST,2008,12,647.0,-27.0
132,EAST,2009,1,593.0,-72.0
133,EAST,2009,2,476.0,-54.0
134,EAST,2009,3,533.0,-117.0
135,EAST,2009,4,530.0,57.0
136,EAST,2009,5,565.0,-3.0
137,EAST,2009,6,566.0,35.0
138,EAST,2009,7,547.0,1.0
139,EAST,2009,8,607.0,-19.0
140,EAST,2009,9,688.0,60.0
141,EAST,2009,10,870.0,81.0
142,EAST,2009,11,744.0,182.0
143,EAST,2009,12,728.0,-126.0
144,EAST,2010,1,628.0,-16.0
145,EAST,2010,2,514.0,-100.0
146,EAST,2010,3,606.0,-114.0
147,EAST,2010,4,583.0,92.0
148,EAST,2010,5,597.0,-23.0
149,EAST,2010,6,573.0,14.0
150,EAST,2010,7,614.0,-24.0
151,EAST,2010,8,704.0,41.0
152,EAST,2010,9,696.0,90.0
153,EAST,2010,10,741.0,-8.0
154,EAST,2010,11,653.0,45.0
155,EAST,2010,12,585.0,-88.0
156,EAST,2011,1,485.0,-68.0
157,EAST,2011,2,496.0,-100.0
158,EAST,2011,3,625.0,11.0
159,EAST,2011,4,692.0,129.0
160,EAST,2011,5,775.0,67.0
161,EAST,2011,6,797.0,83.0
162,EAST,2011,7,786.0,22.0
163,EAST,2011,8,744.0,-11.0
164,EAST,2011,9,822.0,-42.0
165,EAST,2011,10,852.0,78.0
166,EAST,2011,11,740.0,30.0
167,EAST,2011,12,725.0,-112.0
168,EAST,2012,1,625.0,-15.0
169,EAST,2012,2,536.0,-100.0
170,EAST,2012,3,552.0,-89.0
171,EAST,2012,4,569.0,16.0
172,EAST,2012,5,617.0,17.0
173,EAST,2012,6,628.0,48.0
174,EAST,2012,7,699.0,11.0
175,EAST,2012,8,720.0,71.0
176,EAST,2012,9,874.0,21.0
177,EAST,2012,10,879.0,154.0
178,EAST,2012,11,898.0,5.0
179,EAST,2012,12,864.0,19.0
180,EAST,2013,1,772.0,-34.0
181,EAST,2013,2,634.0,-92.0
182,EAST,2013,3,646.0,-138.0
183,EAST,2013,4,637.0,12.0
184,EAST,2013,5,637.0,-9.0
185,EAST,2013,6,618.0,0.0
186,EAST,2013,7,731.0,-19.0
187,EAST,2013,8,783.0,113.0
188,EAST,2013,9,843.0,52.0
189,EAST,2013,10,880.0,60.0
190,EAST,2013,11,874.0,37.0
191,EAST,2013,12,828.0,-6.0
192,EAST,2014,1,729.0,-46.0
193,EAST,2014,2,630.0,-99.0
194,EAST,2014,3,728.0,-99.0
195,EAST,2014,4,757.0,98.0
196,EAST,2014,5,798.0,29.0
197,EAST,2014,6,717.0,41.0
198,EAST,2014,7,745.0,-81.0
199,EAST,2014,8,935.0,28.0
200,EAST,2014,9,900.0,190.0
201,EAST,2014,10,922.0,-35.0
202,EAST,2014,11,880.0,22.0
203,EAST,2014,12,756.0,-42.0
204,EAST,2015,1,610.0,-124.0
205,EAST,2015,2,516.0,-146.0
206,EAST,2015,3,652.0,-94.0
207,EAST,2015,4,760.0,136.0
208,EAST,2015,5,838.0,108.0
209,EAST,2015,6,800.0,78.0
210,EAST,2015,7,803.0,-38.0
211,EAST,2015,8,932.0,3.0
212,EAST,2015,9,931.0,129.0
213,EAST,2015,10,1014.0,-1.0
214,EAST,2015,11,840.0,83.0
215,EAST,2015,12,727.0,-174.0
216,EAST,2016,1,572.0,-113.0
217,EAST,2016,2,469.0,-155.0
218,EAST,2016,3,555.0,-103.0
219,EAST,2016,4,611.0,86.0
220,EAST,2016,5,667.0,56.0
221,EAST,2016,6,773.0,56.0
222,EAST,2016,7,820.0,106.0
223,EAST,2016,8,854.0,47.0
224,EAST,2016,9,844.0,34.0
225,EAST,2016,10,822.0,-10.0
226,EAST,2016,11,746.0,-22.0
227,EAST,2016,12,699.0,-76.0
228,EAST,2017,1,643.0,-47.0
229,EAST,2017,2,598.0,-56.0
230,EAST,2017,3,689.0,-45.0
231,EAST,2017,4,728.0,91.0
232,EAST,2017,5,789.0,39.0
233,EAST,2017,6,754.0,61.0
234,EAST,2017,7,840.0,-35.0
235,EAST,2017,8,830.0,86.0
236,EAST,2017,9,810.0,-10.0
0,Production,1998,1,513.716,-20.0
1,Production,1998,2,601.251,-296.284
2,Production,1998,3,598.693,87.535
3,Production,1998,4,618.289,-2.558
4,Production,1998,5,642.676,19.596
5,Production,1998,6,701.169,24.387
6,Production,1998,7,772.517,58.493
7,Production,1998,8,843.062,71.348
8,Production,1998,9,875.109,70.545
9,Production,1998,10,794.307,32.047
10,Production,1998,11,735.198,-80.802
11,Production,1998,12,623.695,-59.109
12,Production,1999,1,505.764,-111.503
13,Production,1999,2,563.073,-117.931
14,Production,1999,3,703.903,57.309
15,Production,1999,4,894.51,140.83
16,Production,1999,5,1006.599,190.607
17,Production,1999,6,964.21,112.089
18,Production,1999,7,960.401,-42.389
19,Production,1999,8,969.942,-3.809
20,Production,1999,9,1042.97,9.541
21,Production,1999,10,1047.841,73.028
22,Production,1999,11,988.838,4.871
23,Production,1999,12,905.867,-59.003
24,Production,2000,1,769.32,-82.971
25,Production,2000,2,712.662,-136.547
26,Production,2000,3,743.43,-56.658
27,Production,2000,4,779.333,30.768
28,Production,2000,5,818.9,35.903
29,Production,2000,6,817.414,39.567
30,Production,2000,7,847.145,-1.486
31,Production,2000,8,952.195,29.731
32,Production,2000,9,1110.724,105.05
33,Production,2000,10,1183.21,158.529
34,Production,2000,11,1165.051,72.486
35,Production,2000,12,942.711,-18.159
36,Production,2001,1,1062.491,-222.34
37,Production,2001,2,888.767,119.78
38,Production,2001,3,887.518,-173.724
39,Production,2001,4,921.709,-1.249
40,Production,2001,5,985.061,34.191
41,Production,2001,6,924.855,63.352
42,Production,2001,7,897.067,-60.206
43,Production,2001,8,981.103,-27.788
44,Production,2001,9,1100.735,84.036
45,Production,2001,10,1141.074,119.632
46,Production,2001,11,1064.704,40.339
47,Production,2001,12,948.704,-76.37
48,Production,2002,1,935.387,-116.0
49,Production,2002,2,774.012,-13.317
50,Production,2002,3,893.639,-161.375
51,Production,2002,4,864.368,119.627
52,Production,2002,5,925.362,-29.271
53,Production,2002,6,943.44,60.994
54,Production,2002,7,1009.499,18.078
55,Production,2002,8,1116.772,66.059
56,Production,2002,9,1240.96,107.273
57,Production,2002,10,1224.856,124.188
58,Production,2002,11,1058.678,-16.104
59,Production,2002,12,922.325,-166.178
60,Production,2003,1,863.307,-136.353
61,Production,2003,2,765.576,-59.018
62,Production,2003,3,985.106,-97.731
63,Production,2003,4,1089.673,219.53
64,Production,2003,5,1173.426,104.567
65,Production,2003,6,1219.028,83.753
66,Production,2003,7,1283.646,45.602
67,Production,2003,8,1298.539,64.618
68,Production,2003,9,1297.033,14.893
69,Production,2003,10,1192.684,-1.506
70,Production,2003,11,1054.692,-104.349
71,Production,2003,12,1132.059,-137.992
72,Production,2004,1,876.496,77.367
73,Production,2004,2,862.554,-255.563
74,Production,2004,3,940.75,-13.942
75,Production,2004,4,1008.722,78.196
76,Production,2004,5,1099.298,67.972
77,Production,2004,6,1170.656,90.576
78,Production,2004,7,1271.456,71.358
79,Production,2004,8,1322.137,100.8
80,Production,2004,9,1488.215,50.681
81,Production,2004,10,1362.323,166.078
82,Production,2004,11,1259.896,-125.892
83,Production,2004,12,1313.679,-102.427
84,Production,2005,1,1153.175,53.783
85,Production,2005,2,1048.181,-160.504
86,Production,2005,3,1215.904,-104.994
87,Production,2005,4,1246.938,167.723
88,Production,2005,5,1299.467,31.034
89,Production,2005,6,1206.718,52.529
90,Production,2005,7,1292.189,-92.749
91,Production,2005,8,1365.816,85.471
92,Production,2005,9,1431.654,73.627
93,Production,2005,10,1400.713,65.838
94,Production,2005,11,1226.121,-30.941
95,Production,2005,12,1074.778,-174.592
96,Production,2006,1,936.593,-151.343
97,Production,2006,2,1051.904,-138.185
98,Production,2006,3,1243.204,115.311
99,Production,2006,4,1310.806,191.3
100,Production,2006,5,1391.347,67.602
101,Production,2006,6,1328.397,80.541
102,Production,2006,7,1375.061,-62.95
103,Production,2006,8,1537.236,46.664
104,Production,2006,9,1610.04,162.175
105,Production,2006,10,1400.136,72.804
106,Production,2006,11,1551.684,-209.904
107,Production,2006,12,1144.378,151.548
108,Production,2007,1,1115.34,-407.306
109,Production,2007,2,989.681,-29.038
110,Production,2007,3,1081.23,-125.659
111,Production,2007,4,1125.726,91.549
112,Production,2007,5,1201.255,44.496
113,Production,2007,6,1166.184,75.529
114,Production,2007,7,1356.956,-35.071
115,Production,2007,8,1559.362,190.772
116,Production,2007,9,1602.065,202.406
117,Production,2007,10,1579.809,42.703
118,Production,2007,11,1650.004,-22.256
119,Production,2007,12,1396.134,70.195
120,Production,2008,1,1424.244,-253.87
121,Production,2008,2,1227.969,28.11
122,Production,2008,3,1294.71,-196.275
123,Production,2008,4,1327.591,66.741
124,Production,2008,5,1457.878,32.881
125,Production,2008,6,1468.921,130.287
126,Production,2008,7,1560.215,11.043
127,Production,2008,8,1600.214,91.294
128,Production,2008,9,1579.442,39.999
129,Production,2008,10,1652.071,-20.772
130,Production,2008,11,1658.417,72.629
131,Production,2008,12,1482.769,6.346
132,Production,2009,1,1330.195,-175.648
133,Production,2009,2,1187.381,-152.574
134,Production,2009,3,1275.822,-142.814
135,Production,2009,4,1286.059,88.441
136,Production,2009,5,1395.275,10.237
137,Production,2009,6,1445.937,109.216
138,Production,2009,7,1492.958,50.662
139,Production,2009,8,1496.073,47.021
140,Production,2009,9,1557.764,3.115
141,Production,2009,10,1984.036,61.691
142,Production,2009,11,1595.592,426.272
143,Production,2009,12,1520.063,-388.444
144,Production,2010,1,1321.304,-75.529
145,Production,2010,2,1156.814,-198.759
146,Production,2010,3,1387.234,-164.49
147,Production,2010,4,1306.228,230.42
148,Production,2010,5,1385.424,-81.006
149,Production,2010,6,1420.062,79.196
150,Production,2010,7,1518.753,34.638
151,Production,2010,8,1606.563,98.691
152,Production,2010,9,1562.912,87.81
153,Production,2010,10,1636.56,-43.651
154,Production,2010,11,1459.028,73.648
155,Production,2010,12,1232.607,-177.532
156,Production,2011,1,1057.961,-226.421
157,Production,2011,2,1094.473,-174.646
158,Production,2011,3,1416.032,36.512
159,Production,2011,4,1530.009,321.559
160,Production,2011,5,1740.252,113.977
161,Production,2011,6,1753.203,210.243
162,Production,2011,7,1751.264,12.951
163,Production,2011,8,1667.23,-1.939
164,Production,2011,9,1869.369,-84.034
165,Production,2011,10,1908.422,202.139
166,Production,2011,11,1626.668,39.053
167,Production,2011,12,1494.893,-281.754
168,Production,2012,1,1287.194,-131.775
169,Production,2012,2,1185.126,-207.699
170,Production,2012,3,1211.244,-102.068
171,Production,2012,4,1272.626,26.118
172,Production,2012,5,1383.735,61.382
173,Production,2012,6,1470.637,111.109
174,Production,2012,7,1691.916,86.902
175,Production,2012,8,1662.706,221.279
176,Production,2012,9,2004.238,-29.21
177,Production,2012,10,1938.43,341.532
178,Production,2012,11,1888.358,-65.808
179,Production,2012,12,1780.262,-50.072
180,Production,2013,1,1602.492,-108.096
181,Production,2013,2,1295.576,-177.77
182,Production,2013,3,1325.128,-306.916
183,Production,2013,4,1366.495,29.552
184,Production,2013,5,1384.312,41.367
185,Production,2013,6,1415.745,17.817
186,Production,2013,7,1674.857,31.433
187,Production,2013,8,1735.292,259.112
188,Production,2013,9,1912.175,60.435
189,Production,2013,10,1972.249,176.883
190,Production,2013,11,1861.114,60.074
191,Production,2013,12,1667.003,-111.135
192,Production,2014,1,1508.969,-194.111
193,Production,2014,2,1277.999,-158.034
194,Production,2014,3,1497.142,-230.97
195,Production,2014,4,1555.777,219.143
196,Production,2014,5,1656.957,58.635
197,Production,2014,6,1569.788,101.18
198,Production,2014,7,1665.612,-87.169
199,Production,2014,8,2031.754,95.824
200,Production,2014,9,1896.899,366.142
201,Production,2014,10,1892.961,-134.855
202,Production,2014,11,1750.567,-3.938
203,Production,2014,12,1364.797,-142.394
204,Production,2015,1,1160.687,-385.77
205,Production,2015,2,1121.628,-204.11
206,Production,2015,3,1495.151,-39.059
207,Production,2015,4,1693.425,373.523
208,Production,2015,5,1810.709,198.274
209,Production,2015,6,1763.928,117.284
210,Production,2015,7,1815.631,-46.781
211,Production,2015,8,2051.0,51.703
212,Production,2015,9,1959.064,235.369
213,Production,2015,10,2037.466,-91.936
214,Production,2015,11,1653.068,78.402
215,Production,2015,12,1399.383,-384.398
216,Production,2016,1,1129.835,-253.685
217,Production,2016,2,1042.857,-269.548
218,Production,2016,3,1219.522,-86.978
219,Production,2016,4,1301.159,176.665
220,Production,2016,5,1364.575,81.637
221,Production,2016,6,1532.613,63.416
222,Production,2016,7,1585.882,168.038
223,Production,2016,8,1701.905,53.269
224,Production,2016,9,1715.125,116.023
225,Production,2016,10,1677.873,13.22
226,Production,2016,11,1574.935,-37.252
227,Production,2016,12,1473.717,-102.938
228,Production,2017,1,1276.848,-101.218
229,Production,2017,2,1258.538,-196.869
230,Production,2017,3,1464.021,-18.31
231,Production,2017,4,1548.053,205.483
232,Production,2017,5,1654.494,84.032
233,Production,2017,6,1514.17,106.441
234,Production,2017,7,1827.108,-140.324
235,Production,2017,8,1810.594,312.938
236,Production,2017,9,1779.924,-16.514
