Region,Year,Month,Rainfall
Perak,2010,7,102.24
Perak,2011,7,90.26
Perak,2012,7,126.78
Perak,2013,7,55.38
Perak,2014,7,29.76
Perak,2015,7,93.78
Perak,2016,7,175.76
Perak,2017,7,85.98
Perak,2018,7,0.0
Perak,2019,7,0.0
Perak,2020,7,0.0
Other Pen. States,1980,7,138.7601899
Other Pen. States,1981,7,135.3953923
Other Pen. States,1982,7,169.8621228
Other Pen. States,1983,7,176.357451
Other Pen. States,1984,7,208.6431609
Other Pen. States,1985,7,101.4936366
Other Pen. States,1986,7,149.4463942
Other Pen. States,1987,7,78.30962079
Other Pen. States,1988,7,192.8895233
Other Pen. States,1989,7,108.5320433
Other Pen. States,1990,7,92.70580942
Other Pen. States,1991,7,150.9448316
Other Pen. States,1992,7,146.3736904
Other Pen. States,1993,7,159.6795393
Other Pen. States,1994,7,63.66730963
Other Pen. States,1995,7,168.8654401
Other Pen. States,1996,7,177.0365492
Other Pen. States,1997,7,177.087691
Other Pen. States,1998,7,154.2010585
Other Pen. States,1999,7,164.1179158
Other Pen. States,2000,7,120.208287
Other Pen. States,2001,7,165.0001317
Other Pen. States,2002,7,125.4742867
Other Pen. States,2003,7,240.7851392
Other Pen. States,2004,7,252.4350897
Other Pen. States,2005,7,179.017854
Other Pen. States,2006,7,157.189382
Other Pen. States,2007,7,198.0855806
Other Pen. States,2008,7,107.9660715
Other Pen. States,2009,7,152.1041969
Other Pen. States,2010,7,199.8796464
Other Pen. States,2011,7,120.4032731
Other Pen. States,2012,7,148.2571698
Other Pen. States,2013,7,141.2767429
Other Pen. States,2014,7,125.5521521
Other Pen. States,2015,7,150.3362344
Other Pen. States,2016,7,208.9414807
Other Pen. States,2017,7,159.5249473
Other Pen. States,2018,7,0.0
Other Pen. States,2019,7,0.0
Other Pen. States,2020,7,0.0
Peninsula,1980,7,177.6403297
Peninsula,1981,7,112.0635354
Peninsula,1982,7,159.6214724
Peninsula,1983,7,163.536925
Peninsula,1984,7,200.6603948
Peninsula,1985,7,113.1720284
Peninsula,1986,7,102.1892011
Peninsula,1987,7,135.1561996
Peninsula,1988,7,133.7388096
Peninsula,1989,7,134.7160859
Peninsula,1990,7,148.124785
Peninsula,1991,7,136.7907542
Peninsula,1992,7,154.9015755
Peninsula,1993,7,165.9399935
Peninsula,1994,7,52.28187168
Peninsula,1995,7,134.1682673
Peninsula,1996,7,144.7580142
Peninsula,1997,7,113.741487
Peninsula,1998,7,175.6452146
Peninsula,1999,7,143.5613141
Peninsula,2000,7,114.1039614
Peninsula,2001,7,114.7715057
Peninsula,2002,7,127.3474708
Peninsula,2003,7,188.3682493
Peninsula,2004,7,191.0938345
Peninsula,2005,7,154.2265131
Peninsula,2006,7,137.9954002
Peninsula,2007,7,191.3074333
Peninsula,2008,7,183.225152
Peninsula,2009,7,132.3876131
Peninsula,2010,7,170.4637108
Peninsula,2011,7,111.5472425
Peninsula,2012,7,140.1166534
Peninsula,2013,7,121.7782291
Peninsula,2014,7,107.305069
Peninsula,2015,7,130.7636
Peninsula,2016,7,143.928054
Peninsula,2017,7,120.8867733
Peninsula,2018,7,0.0
Peninsula,2019,7,0.0
Peninsula,2020,7,0.0
Sabah,1980,7,221.9944444
Sabah,1981,7,223.5611111
Sabah,1982,7,176.12
Sabah,1983,7,148.625
Sabah,1984,7,214.045
Sabah,1985,7,155.885
Sabah,1986,7,262.615
Sabah,1987,7,203.155
Sabah,1988,7,265.51
Sabah,1989,7,278.685
Sabah,1990,7,221.265
Sabah,1991,7,156.535
Sabah,1992,7,141.66
Sabah,1993,7,352.19
Sabah,1994,7,211.49
Sabah,1995,7,187.435
Sabah,1996,7,116.86
Sabah,1997,7,318.43
Sabah,1998,7,140.645
Sabah,1999,7,108.235
Sabah,2000,7,178.855
Sabah,2001,7,142.255
Sabah,2002,7,230.295
Sabah,2003,7,191.79
Sabah,2004,7,258.63
Sabah,2005,7,216.06
Sabah,2006,7,358.15
Sabah,2007,7,301.34
Sabah,2008,7,248.07
Sabah,2009,7,195.0
Sabah,2010,7,128.37
Sabah,2011,7,118.09
Sabah,2012,7,245.325
Sabah,2013,7,155.5
Sabah,2014,7,282.71
Sabah,2015,7,115.65
Sabah,2016,7,176.64
Sabah,2017,7,206.64
Sabah,2018,7,0.0
Sabah,2019,7,0.0
Sabah,2020,7,0.0
Sarawak,1980,7,196.625
Sarawak,1981,7,266.9125
Sarawak,1982,7,141.1375
Sarawak,1983,7,248.7
Sarawak,1984,7,314.31
Sarawak,1985,7,227.71
Sarawak,1986,7,166.18
Sarawak,1987,7,203.87
Sarawak,1988,7,297.98
Sarawak,1989,7,190.8
Sarawak,1990,7,204.18
Sarawak,1991,7,138.29
Sarawak,1992,7,166.13
Sarawak,1993,7,237.67
Sarawak,1994,7,88.99
Sarawak,1995,7,304.92
Sarawak,1996,7,140.8
Sarawak,1997,7,189.35
Sarawak,1998,7,239.99
Sarawak,1999,7,167.09
Sarawak,2000,7,133.42
Sarawak,2001,7,175.89
Sarawak,2002,7,158.7
Sarawak,2003,7,194.88
Sarawak,2004,7,264.36
Sarawak,2005,7,179.14
Sarawak,2006,7,160.04
Sarawak,2007,7,357.2
Sarawak,2008,7,325.68
Sarawak,2009,7,124.42
Sarawak,2010,7,405.86
Sarawak,2011,7,138.24
Sarawak,2012,7,231.02
Sarawak,2013,7,143.78
Sarawak,2014,7,132.8
Sarawak,2015,7,163.28
Sarawak,2016,7,251.18
Sarawak,2017,7,158.14
Sarawak,2018,7,0.0
Sarawak,2019,7,0.0
Sarawak,2020,7,0.0
Johor,1980,8,187.3
Johor,1981,8,60.23333333
Johor,1982,8,249.7666667
Johor,1983,8,173.1666667
Johor,1984,8,148.0333333
Johor,1985,8,148.2666667
Johor,1986,8,71.66666667
Johor,1987,8,243.0666667
Johor,1988,8,241.5
Johor,1989,8,133.2333333
Johor,1990,8,108.0
Johor,1991,8,131.1666667
Johor,1992,8,110.275
Johor,1993,8,138.375
Johor,1994,8,152.4
Johor,1995,8,279.4
Johor,1996,8,289.5
Johor,1997,8,178.375
Johor,1998,8,197.3
Johor,1999,8,169.525
Johor,2000,8,212.675
Johor,2001,8,121.675
Johor,2002,8,161.375
Johor,2003,8,145.825
Johor,2004,8,116.0
Johor,2005,8,220.0
Johor,2006,8,113.0
Johor,2007,8,196.65
Johor,2008,8,200.2
Johor,2009,8,146.475
Johor,2010,8,164.5
Johor,2011,8,171.7
Johor,2012,8,233.025
Johor,2013,8,171.125
Johor,2014,8,238.5
Johor,2015,8,163.1175
Johor,2016,8,126.55
Johor,2017,8,205.15
Johor,2018,8,0.0
Johor,2019,8,0.0
Johor,2020,8,0.0
Pahang,1980,8,137.4625
Pahang,1981,8,76.36875
Pahang,1982,8,220.76875
Pahang,1983,8,198.01875
Pahang,1984,8,84.13076923
Pahang,1985,8,136.9461538
Pahang,1986,8,88.30769231
Pahang,1987,8,248.9923077
Pahang,1988,8,247.4153846
Pahang,1989,8,108.4692308
Pahang,1990,8,106.8615385
Pahang,1991,8,76.38461538
Pahang,1992,8,79.00769231
Pahang,1993,8,131.4692308
Pahang,1994,8,177.7076923
Pahang,1995,8,145.6538462
Pahang,1996,8,246.7384615
Pahang,1997,8,135.0769231
Pahang,1998,8,250.0076923
Pahang,1999,8,145.6076923
Pahang,2000,8,108.1846154
Pahang,2001,8,112.4615385
Pahang,2002,8,167.4076923
Pahang,2003,8,148.6615385
Pahang,2004,8,107.0461538
Pahang,2005,8,88.46153846
Pahang,2006,8,156.2
Pahang,2007,8,235.0
Pahang,2008,8,223.7666667
Pahang,2009,8,135.6
Pahang,2010,8,160.4666667
Pahang,2011,8,134.8666667
Pahang,2012,8,229.4
Pahang,2013,8,215.6
Pahang,2014,8,187.1333333
Pahang,2015,8,192.2066667
Pahang,2016,8,119.6666667
Pahang,2017,8,235.5333333
Pahang,2018,8,0.0
Pahang,2019,8,0.0
Pahang,2020,8,0.0
Perak,1980,8,167.05
Perak,1981,8,152.25
Perak,1982,8,93.05
Perak,1983,8,148.325
Perak,1984,8,29.45555556
Perak,1985,8,83.93333333
Perak,1986,8,46.56666667
Perak,1987,8,206.7333333
Perak,1988,8,222.5444444
Perak,1989,8,115.3333333
Perak,1990,8,41.04444444
Perak,1991,8,64.78888889
Perak,1992,8,92.45555556
Perak,1993,8,217.58
Perak,1994,8,141.62
Perak,1995,8,217.04
Perak,1996,8,364.08
Perak,1997,8,104.54
Perak,1998,8,183.15
Perak,1999,8,143.58
Perak,2000,8,109.38
Perak,2001,8,82.24
Perak,2002,8,95.61
Perak,2003,8,174.72
Perak,2004,8,74.17
Perak,2005,8,202.6
Perak,2006,8,158.0
Perak,2007,8,156.24
Perak,2008,8,332.62
Perak,2009,8,224.47
Perak,2010,8,144.4
Perak,2011,8,187.0
Perak,2012,8,144.72
Perak,2013,8,144.4
Perak,2014,8,262.98
Perak,2015,8,111.86
Perak,2016,8,143.64
Perak,2017,8,122.78
Perak,2018,8,0.0
Perak,2019,8,0.0
Perak,2020,8,0.0
Other Pen. States,1980,8,244.0618333
Other Pen. States,1981,8,73.60908664
Other Pen. States,1982,8,178.6284679
Other Pen. States,1983,8,166.1945704
Other Pen. States,1984,8,111.9183504
Other Pen. States,1985,8,179.4769243
Other Pen. States,1986,8,124.8713522
Other Pen. States,1987,8,147.6848013
Other Pen. States,1988,8,174.4210513
Other Pen. States,1989,8,155.7412497
Other Pen. States,1990,8,115.1771891
Other Pen. States,1991,8,220.9089552
Other Pen. States,1992,8,134.1883635
Other Pen. States,1993,8,119.7436936
Other Pen. States,1994,8,126.7991317
Other Pen. States,1995,8,304.1119526
Other Pen. States,1996,8,249.6075617
Other Pen. States,1997,8,165.3939982
Other Pen. States,1998,8,252.1936809
Other Pen. States,1999,8,151.6019884
Other Pen. States,2000,8,156.7883758
Other Pen. States,2001,8,143.82648
Other Pen. States,2002,8,157.8312699
Other Pen. States,2003,8,167.5361566
Other Pen. States,2004,8,141.7261331
Other Pen. States,2005,8,103.3398729
Other Pen. States,2006,8,143.8360884
Other Pen. States,2007,8,111.765183
Other Pen. States,2008,8,217.0447491
Other Pen. States,2009,8,218.359837
Other Pen. States,2010,8,147.7748234
Other Pen. States,2011,8,236.0200445
Other Pen. States,2012,8,144.6970315
Other Pen. States,2013,8,142.1148699
Other Pen. States,2014,8,192.4628622
Other Pen. States,2015,8,283.0581067
Other Pen. States,2016,8,137.1826004
Other Pen. States,2017,8,285.5816858
Other Pen. States,2018,8,0.0
Other Pen. States,2019,8,0.0
Other Pen. States,2020,8,0.0
Peninsula,1980,8,176.3951469
Peninsula,1981,8,88.37807912
Peninsula,1982,8,194.5835621
Peninsula,1983,8,173.3797101
Peninsula,1984,8,93.63572098
Peninsula,1985,8,137.4697586
Peninsula,1986,8,82.58189955
Peninsula,1987,8,218.5654471
Peninsula,1988,8,226.2070337
Peninsula,1989,8,125.8282602
Peninsula,1990,8,95.25065925
Peninsula,1991,8,117.2126808
Peninsula,1992,8,101.7639694
Peninsula,1993,8,149.3100739
Peninsula,1994,8,153.130463
Peninsula,1995,8,231.1406467
Peninsula,1996,8,284.997179
Peninsula,1997,8,147.936257
Peninsula,1998,8,221.9336423
Peninsula,1999,8,153.704317
Peninsula,2000,8,150.6679913
Peninsula,2001,8,116.591498
Peninsula,2002,8,149.5354055
Peninsula,2003,8,157.2051779
Peninsula,2004,8,111.3503966
Peninsula,2005,8,153.0272918
Peninsula,2006,8,140.8615025
Peninsula,2007,8,179.9753219
Peninsula,2008,8,235.9909714
Peninsula,2009,8,175.6576333
Peninsula,2010,8,155.5301998
Peninsula,2011,8,179.9599123
Peninsula,2012,8,193.924312
Peninsula,2013,8,171.2935236
Peninsula,2014,8,217.9354961
Peninsula,2015,8,190.2364248
Peninsula,2016,8,130.4725114
Peninsula,2017,8,217.1809835
Peninsula,2018,8,0.0
Peninsula,2019,8,0.0
Peninsula,2020,8,0.0
Sabah,1980,8,336.0388889
Sabah,1981,8,100.9222222
Sabah,1982,8,171.585
Sabah,1983,8,300.17
Sabah,1984,8,242.61
Sabah,1985,8,188.77
Sabah,1986,8,159.96
Sabah,1987,8,269.695
Sabah,1988,8,140.98
Sabah,1989,8,254.75
Sabah,1990,8,128.96
Sabah,1991,8,302.84
Sabah,1992,8,360.245
Sabah,1993,8,199.31
Sabah,1994,8,298.395
Sabah,1995,8,288.92
Sabah,1996,8,176.065
Sabah,1997,8,112.355
Sabah,1998,8,219.88
Sabah,1999,8,215.375
Sabah,2000,8,151.435
Sabah,2001,8,172.105
Sabah,2002,8,140.27
Sabah,2003,8,195.15
Sabah,2004,8,124.38
Sabah,2005,8,199.6
Sabah,2006,8,284.89
Sabah,2007,8,194.15
Sabah,2008,8,232.67
Sabah,2009,8,151.23
Sabah,2010,8,294.48
Sabah,2011,8,263.49
Sabah,2012,8,149.84
Sabah,2013,8,314.32
Sabah,2014,8,188.465
Sabah,2015,8,175.4
Sabah,2016,8,175.32
Sabah,2017,8,279.85
Sabah,2018,8,0.0
Sabah,2019,8,0.0
Sabah,2020,8,0.0
Sarawak,1980,8,355.65
Sarawak,1981,8,86.5
Sarawak,1982,8,148.4375
Sarawak,1983,8,312.02
Sarawak,1984,8,131.28
Sarawak,1985,8,258.71
Sarawak,1986,8,223.3
Sarawak,1987,8,184.15
Sarawak,1988,8,412.09
Sarawak,1989,8,197.79
Sarawak,1990,8,93.19
Sarawak,1991,8,150.57
Sarawak,1992,8,139.94
Sarawak,1993,8,239.25
Sarawak,1994,8,358.55
Sarawak,1995,8,509.83
Sarawak,1996,8,302.55
Sarawak,1997,8,135.55
Sarawak,1998,8,378.52
Sarawak,1999,8,303.08
Sarawak,2000,8,228.24
Sarawak,2001,8,146.59
Sarawak,2002,8,231.82
Sarawak,2003,8,201.96
Sarawak,2004,8,128.94
Sarawak,2005,8,141.5
Sarawak,2006,8,220.22
Sarawak,2007,8,209.82
Sarawak,2008,8,398.94
Sarawak,2009,8,234.86
Sarawak,2010,8,394.46
Sarawak,2011,8,152.72
Sarawak,2012,8,200.08
Sarawak,2013,8,286.94
Sarawak,2014,8,363.8
Sarawak,2015,8,181.112
Sarawak,2016,8,200.55
Sarawak,2017,8,391.86
Sarawak,2018,8,0.0
Sarawak,2019,8,0.0
Sarawak,2020,8,0.0
Johor,1980,9,206.2666667
Johor,1981,9,152.4666667
Johor,1982,9,90.76666667
Johor,1983,9,211.1
Johor,1984,9,158.6666667
Johor,1985,9,243.9333333
Johor,1986,9,201.5666667
Johor,1987,9,304.7666667
Johor,1988,9,247.0333333
Johor,1989,9,160.4333333
Johor,1990,9,133.2333333
Johor,1991,9,254.9
Johor,1992,9,109.5
Johor,1993,9,113.7
Johor,1994,9,133.45
Johor,1995,9,184.25
Johor,1996,9,180.95
Johor,1997,9,39.75
Johor,1998,9,112.2
Johor,1999,9,131.3
Johor,2000,9,141.25
Johor,2001,9,147.4
Johor,2002,9,184.175
Johor,2003,9,217.55
Johor,2004,9,171.75
Johor,2005,9,185.35
Johor,2006,9,173.725
Johor,2007,9,188.55
Johor,2008,9,214.925
Johor,2009,9,153.65
Johor,2010,9,183.75
Johor,2011,9,198.7
Johor,2012,9,176.525
Johor,2013,9,214.75
Johor,2014,9,140.55
Johor,2015,9,162.95
Johor,2016,9,161.85
Johor,2017,9,0.0
Johor,2018,9,0.0
Johor,2019,9,0.0
Johor,2020,9,0.0
Pahang,1980,9,172.8375
Pahang,1981,9,272.73125
Pahang,1982,9,132.5875
Pahang,1983,9,275.16875
Pahang,1984,9,156.1230769
Pahang,1985,9,120.1153846
Pahang,1986,9,260.3692308
Pahang,1987,9,166.9153846
Pahang,1988,9,135.3615385
Pahang,1989,9,215.7615385
Pahang,1990,9,227.0461538
Pahang,1991,9,88.06153846
Pahang,1992,9,169.7830769
Pahang,1993,9,199.9076923
Pahang,1994,9,219.7461538
Pahang,1995,9,167.8384615
Pahang,1996,9,196.0076923
Pahang,1997,9,13.14615385
Pahang,1998,9,78.43846154
Pahang,1999,9,200.4369231
Pahang,2000,9,144.8461538
Pahang,2001,9,192.7153846
Pahang,2002,9,171.9769231
Pahang,2003,9,96.56923077
Pahang,2004,9,218.7230769
Pahang,2005,9,240.2153846
Pahang,2006,9,161.3
Pahang,2007,9,162.0
Pahang,2008,9,160.8
Pahang,2009,9,127.0
Pahang,2010,9,177.6666667
Pahang,2011,9,232.9333333
Pahang,2012,9,173.4666667
Pahang,2013,9,246.6666667
Pahang,2014,9,108.6
Pahang,2015,9,77.83333333
Pahang,2016,9,192.4666667
Pahang,2017,9,96.0
Pahang,2018,9,0.0
Pahang,2019,9,0.0
Pahang,2020,9,0.0
Perak,1980,9,166.775
Perak,1981,9,238.775
Perak,1982,9,118.7
Perak,1983,9,323.15
Perak,1984,9,89.64444444
Perak,1985,9,170.2
Perak,1986,9,137.9222222
Perak,1987,9,204.5666667
Perak,1988,9,265.2
Perak,1989,9,272.9666667
Perak,1990,9,197.0111111
Perak,1991,9,159.4666667
Perak,1992,9,185.6777778
Perak,1993,9,179.28
Perak,1994,9,268.22
Perak,1995,9,174.81
Perak,1996,9,69.85
Perak,1997,9,151.8
Perak,1998,9,139.21
Perak,1999,9,304.86
Perak,2000,9,215.05
Perak,2001,9,180.11
Perak,2002,9,229.24
Perak,2003,9,160.78
Perak,2004,9,229.78
Perak,2005,9,105.72
Perak,2006,9,191.7
Perak,2007,9,144.26
Perak,2008,9,187.74
Perak,2009,9,226.45
Perak,2010,9,148.8
Perak,2011,9,170.58
Perak,2012,9,203.94
Perak,2013,9,147.46
Perak,2014,9,169.08
Perak,2015,9,209.44
Perak,2016,9,206.4
Perak,2017,9,104.88
Perak,2018,9,0.0
Perak,2019,9,0.0
Perak,2020,9,0.0
Other Pen. States,1980,9,175.1193004
Other Pen. States,1981,9,203.2747062
Other Pen. States,1982,9,233.8075717
Other Pen. States,1983,9,323.6023679
Other Pen. States,1984,9,184.2189944
Other Pen. States,1985,9,245.4023797
Other Pen. States,1986,9,188.5788585
Other Pen. States,1987,9,251.9115361
Other Pen. States,1988,9,364.4558405
Other Pen. States,1989,9,226.5877351
Other Pen. States,1990,9,180.1424462
Other Pen. States,1991,9,220.0889404
Other Pen. States,1992,9,166.0223573
Other Pen. States,1993,9,256.2314777
Other Pen. States,1994,9,190.4817388
Other Pen. States,1995,9,208.7953612
Other Pen. States,1996,9,159.7664529
Other Pen. States,1997,9,209.1159376
Other Pen. States,1998,9,174.8858717
Other Pen. States,1999,9,185.464493
Other Pen. States,2000,9,229.8819447
Other Pen. States,2001,9,218.6885957
Other Pen. States,2002,9,223.4412316
Other Pen. States,2003,9,211.0181203
Other Pen. States,2004,9,262.2866923
Other Pen. States,2005,9,155.9844356
Other Pen. States,2006,9,200.413714
Other Pen. States,2007,9,158.7117009
Other Pen. States,2008,9,200.637587
Other Pen. States,2009,9,222.5792959
Other Pen. States,2010,9,223.2661289
Other Pen. States,2011,9,183.4200203
Other Pen. States,2012,9,217.041338
Other Pen. States,2013,9,248.754242
Other Pen. States,2014,9,214.6725309
Other Pen. States,2015,9,181.4917694
Other Pen. States,2016,9,231.3385394
Other Pen. States,2017,9,68.80613549
Other Pen. States,2018,9,0.0
Other Pen. States,2019,9,0.0
Other Pen. States,2020,9,0.0
Peninsula,1980,9,183.0869559
Peninsula,1981,9,214.0816226
Peninsula,1982,9,129.3804606
Peninsula,1983,9,271.5389511
Peninsula,1984,9,145.1977461
Peninsula,1985,9,188.0649138
Peninsula,1986,9,205.3192501
Peninsula,1987,9,227.9945333
Peninsula,1988,9,237.1898761
Peninsula,1989,9,215.0914235
Peninsula,1990,9,186.7461922
Peninsula,1991,9,173.1095998
Peninsula,1992,9,152.5938198
Peninsula,1993,9,178.4113273
Peninsula,1994,9,197.1419442
Peninsula,1995,9,181.811581
Peninsula,1996,9,158.7387692
Peninsula,1997,9,85.25072499
Peninsula,1998,9,122.4481928
Peninsula,1999,9,196.6182117
Peninsula,2000,9,176.9474483
Peninsula,2001,9,182.8041173
Peninsula,2002,9,198.5305299
Peninsula,2003,9,171.3085818
Peninsula,2004,9,216.946665
Peninsula,2005,9,178.5078135
Peninsula,2006,9,179.883313
Peninsula,2007,9,165.7029145
Peninsula,2008,9,191.3961043
Peninsula,2009,9,176.7861364
Peninsula,2010,9,184.9264752
Peninsula,2011,9,199.0879671
Peninsula,2012,9,190.6647561
Peninsula,2013,9,218.8992625
Peninsula,2014,9,155.0372405
Peninsula,2015,9,152.8360999
Peninsula,2016,9,195.5065523
Peninsula,2017,9,63.00037521
Peninsula,2018,9,0.0
Peninsula,2019,9,0.0
Peninsula,2020,9,0.0
Sabah,1980,9,304.0388889
Sabah,1981,9,238.3055556
Sabah,1982,9,199.545
Sabah,1983,9,278.525
Sabah,1984,9,276.275
Sabah,1985,9,191.92
Sabah,1986,9,178.94
Sabah,1987,9,217.48
Sabah,1988,9,195.95
Sabah,1989,9,223.655
Sabah,1990,9,274.885
Sabah,1991,9,124.59
Sabah,1992,9,231.555
Sabah,1993,9,137.33
Sabah,1994,9,243.14
Sabah,1995,9,195.775
Sabah,1996,9,355.38
Sabah,1997,9,109.92
Sabah,1998,9,201.59
Sabah,1999,9,164.345
Sabah,2000,9,166.145
Sabah,2001,9,187.25
Sabah,2002,9,224.6
Sabah,2003,9,192.06
Sabah,2004,9,168.38
Sabah,2005,9,196.68
Sabah,2006,9,625.72
Sabah,2007,9,246.15
Sabah,2008,9,179.98
Sabah,2009,9,170.94
Sabah,2010,9,211.92
Sabah,2011,9,113.62
Sabah,2012,9,283.16
Sabah,2013,9,149.76
Sabah,2014,9,198.98
Sabah,2015,9,182.69
Sabah,2016,9,263.38
Sabah,2017,9,218.98
Sabah,2018,9,0.0
Sabah,2019,9,0.0
Sabah,2020,9,0.0
Sarawak,1980,9,263.025
Sarawak,1981,9,409.6
Sarawak,1982,9,157.075
Sarawak,1983,9,478.25
Sarawak,1984,9,199.86
Sarawak,1985,9,217.71
Sarawak,1986,9,293.3
Sarawak,1987,9,249.08
Sarawak,1988,9,345.17
Sarawak,1989,9,310.5
Sarawak,1990,9,257.74
Sarawak,1991,9,219.18
Sarawak,1992,9,277.74
Sarawak,1993,9,281.48
Sarawak,1994,9,110.87
Sarawak,1995,9,300.69
Sarawak,1996,9,234.89
Sarawak,1997,9,165.01
Sarawak,1998,9,317.69
Sarawak,1999,9,251.21
Sarawak,2000,9,358.12
Sarawak,2001,9,355.91
Sarawak,2002,9,269.12
Sarawak,2003,9,221.64
Sarawak,2004,9,381.13
Sarawak,2005,9,224.52
Sarawak,2006,9,203.22
Sarawak,2007,9,334.4
Sarawak,2008,9,274.42
Sarawak,2009,9,163.52
Sarawak,2010,9,388.62
Sarawak,2011,9,217.94
Sarawak,2012,9,130.74
Sarawak,2013,9,257.94
Sarawak,2014,9,222.08
Sarawak,2015,9,133.82
Sarawak,2016,9,237.38
Sarawak,2017,9,231.34
Sarawak,2018,9,0.0
Sarawak,2019,9,0.0
Sarawak,2020,9,0.0
Johor,1980,10,279.7
Johor,1981,10,154.8666667
Johor,1982,10,177.7
Johor,1983,10,162.9
Johor,1984,10,147.1333333
Johor,1985,10,196.8666667
Johor,1986,10,275.6
Johor,1987,10,189.3
Johor,1988,10,88.6
Johor,1989,10,235.4666667
Johor,1990,10,264.4666667
Johor,1991,10,242.5
Johor,1992,10,118.0
Johor,1993,10,305.05
Johor,1994,10,162.65
Johor,1995,10,227.475
Johor,1996,10,215.0
Johor,1997,10,148.5
Johor,1998,10,186.35
Johor,1999,10,246.2
Johor,2000,10,131.35
Johor,2001,10,266.725
Johor,2002,10,121.1
Johor,2003,10,268.45
Johor,2004,10,254.025
Johor,2005,10,236.75
Johor,2006,10,145.85
Johor,2007,10,173.15
Johor,2008,10,289.2
Johor,2009,10,117.45
Johor,2010,10,123.9
Johor,2011,10,357.15
Johor,2012,10,188.025
Johor,2013,10,186.25
Johor,2014,10,205.6
Johor,2015,10,156.65
Johor,2016,10,194.7
Johor,2017,10,0.0
Johor,2018,10,0.0
Johor,2019,10,0.0
Johor,2020,10,0.0
Pahang,1980,10,289.81875
Pahang,1981,10,175.0375
Pahang,1982,10,169.1375
Pahang,1983,10,114.75
Pahang,1984,10,167.7153846
Pahang,1985,10,285.3076923
Pahang,1986,10,275.9923077
Pahang,1987,10,249.1
Pahang,1988,10,101.6769231
Pahang,1989,10,250.3692308
Pahang,1990,10,173.8307692
Pahang,1991,10,257.7230769
Pahang,1992,10,238.1769231
Pahang,1993,10,270.3230769
Pahang,1994,10,202.9307692
Pahang,1995,10,249.3153846
Pahang,1996,10,167.4
Pahang,1997,10,241.4307692
Pahang,1998,10,245.9846154
Pahang,1999,10,252.0461538
Pahang,2000,10,226.9692308
Pahang,2001,10,198.4692308
Pahang,2002,10,171.7846154
Pahang,2003,10,226.2307692
Pahang,2004,10,387.0153846
Pahang,2005,10,204.9230769
Pahang,2006,10,140.8
Pahang,2007,10,350.4
Pahang,2008,10,236.0333333
Pahang,2009,10,225.4
Pahang,2010,10,82.0
Pahang,2011,10,278.2
Pahang,2012,10,217.4
Pahang,2013,10,239.4
Pahang,2014,10,271.7333333
Pahang,2015,10,164.4666667
Pahang,2016,10,192.2
Pahang,2017,10,0.0
Pahang,2018,10,0.0
Pahang,2019,10,0.0
Pahang,2020,10,0.0
Perak,1980,10,194.9
Perak,1981,10,374.4
Perak,1982,10,225.35
Perak,1983,10,81.925
Perak,1984,10,274.0
Perak,1985,10,252.4222222
Perak,1986,10,191.8
Perak,1987,10,419.7
Perak,1988,10,98.5
Perak,1989,10,178.2111111
Perak,1990,10,344.6333333
Perak,1991,10,167.4111111
Perak,1992,10,218.1333333
Perak,1993,10,336.24
Perak,1994,10,171.72
Perak,1995,10,222.42
Perak,1996,10,230.82
Perak,1997,10,213.37
Perak,1998,10,224.9
Perak,1999,10,282.14
Perak,2000,10,194.87
Perak,2001,10,241.5
Perak,2002,10,233.22
Perak,2003,10,512.66
Perak,2004,10,254.72
Perak,2005,10,347.6
Perak,2006,10,235.92
Perak,2007,10,234.38
Perak,2008,10,420.88
Perak,2009,10,240.38
Perak,2010,10,95.82
Perak,2011,10,357.14
Perak,2012,10,240.24
Perak,2013,10,388.26
Perak,2014,10,300.96
Perak,2015,10,277.84
Perak,2016,10,202.2
Perak,2017,10,0.0
Perak,2018,10,0.0
Perak,2019,10,0.0
Perak,2020,10,0.0
Other Pen. States,1980,10,210.8222329
Other Pen. States,1981,10,263.9120675
Other Pen. States,1982,10,290.1424843
Other Pen. States,1983,10,323.1445627
Other Pen. States,1984,10,173.000322
Other Pen. States,1985,10,236.6106161
Other Pen. States,1986,10,255.4257462
Other Pen. States,1987,10,318.3155781
Other Pen. States,1988,10,191.3549
Other Pen. States,1989,10,305.6878564
Other Pen. States,1990,10,292.9755767
Other Pen. States,1991,10,252.3103881
Other Pen. States,1992,10,191.2722513
Other Pen. States,1993,10,342.2058254
Other Pen. States,1994,10,290.5610766
Other Pen. States,1995,10,204.4009274
Other Pen. States,1996,10,278.2461983
Other Pen. States,1997,10,282.4126513
Other Pen. States,1998,10,215.8281212
Other Pen. States,1999,10,246.5206606
Other Pen. States,2000,10,213.1436565
Other Pen. States,2001,10,256.3779568
Other Pen. States,2002,10,200.2047787
Other Pen. States,2003,10,283.4560848
Other Pen. States,2004,10,291.6102073
Other Pen. States,2005,10,284.3887701
Other Pen. States,2006,10,245.5394097
Other Pen. States,2007,10,301.9488468
Other Pen. States,2008,10,318.7912288
Other Pen. States,2009,10,257.7375552
Other Pen. States,2010,10,226.2549294
Other Pen. States,2011,10,354.506029
Other Pen. States,2012,10,330.8357599
Other Pen. States,2013,10,256.5239732
Other Pen. States,2014,10,299.257413
Other Pen. States,2015,10,289.054368
Other Pen. States,2016,10,226.4379784
Other Pen. States,2017,10,0.0
